basic_info_bathrooms,basic_info_bedrooms,basic_info_description,basic_info_homeType_CONDO,basic_info_homeType_SINGLE_FAMILY,basic_info_house_age,basic_info_livingArea,basic_info_lotSize_sqft,basic_info_zipcode_94005,basic_info_zipcode_94014,basic_info_zipcode_94015,basic_info_zipcode_94102,basic_info_zipcode_94103,basic_info_zipcode_94104,basic_info_zipcode_94105,basic_info_zipcode_94107,basic_info_zipcode_94108,basic_info_zipcode_94109,basic_info_zipcode_94110,basic_info_zipcode_94111,basic_info_zipcode_94112,basic_info_zipcode_94114,basic_info_zipcode_94115,basic_info_zipcode_94116,basic_info_zipcode_94117,basic_info_zipcode_94118,basic_info_zipcode_94121,basic_info_zipcode_94122,basic_info_zipcode_94123,basic_info_zipcode_94124,basic_info_zipcode_94127,basic_info_zipcode_94129,basic_info_zipcode_94130,basic_info_zipcode_94131,basic_info_zipcode_94132,basic_info_zipcode_94133,basic_info_zipcode_94134,basic_info_zipcode_94158,features_hasAssociation,features_numberOfUnitsInCommunity,financial_lastSoldPrice,financial_monthlyHoaFee,financial_taxAssessedValue,financial_taxAssessedValue_is_missing,location_latitude,location_longitude,location_neighborhood_Bernal_Heights,location_neighborhood_Dolores_Heights,location_neighborhood_Eureka_Valley,location_neighborhood_Excelsior,location_neighborhood_Glen_Park,location_neighborhood_Golden_Gate_Heights,location_neighborhood_Inner_Richmond,location_neighborhood_Marina_District,location_neighborhood_Mission,location_neighborhood_Mission_Bay,location_neighborhood_Mission_Dolores,location_neighborhood_Noe_Valley,location_neighborhood_Other,location_neighborhood_Outer_Richmond,location_neighborhood_Outer_Sunset,location_neighborhood_Pacific_Heights,location_neighborhood_Parkside,location_neighborhood_Potrero_Hill,location_neighborhood_Rincon_Hill,location_neighborhood_Russian_Hill,location_neighborhood_South_of_Market,property_details_exteriorFeatures_Balcony,property_details_exteriorFeatures_Fire_Pit,property_details_exteriorFeatures_Other,property_details_exteriorFeatures_Uncovered_Courtyard,property_details_fireplaces,property_details_flooring_Carpet,property_details_flooring_Hardwood,property_details_flooring_Other,property_details_flooring_Tile,property_details_flooring_Wood,property_details_garageParkingCapacity,property_details_hasFireplace,property_details_hasGarage,property_details_hasHeating,property_details_hasSpa,property_details_hasView,property_details_has_built_in_refrigerator,property_details_has_double_oven,property_details_has_warming_drawer,property_details_has_wine_refrigerator,property_details_heating_Central,property_details_heating_Electric,property_details_heating_Fireplaces,property_details_heating_Gas,property_details_heating_Natural_Gas,property_details_heating_Other,property_details_parkingFeatures_Attached,property_details_parkingFeatures_Garage_Door_Opener,property_details_parkingFeatures_Independent,property_details_parkingFeatures_Inside_Entrance,property_details_parkingFeatures_On_Site_Single_Family_Only,property_details_parkingFeatures_Other,property_details_standard_appliance_score,schools_elementary_school_distance,schools_elementary_school_rating,schools_high_school_distance,schools_high_school_rating,schools_middle_school_distance,schools_middle_school_rating,scores_bikeScore,scores_transitScore,scores_walkScore
1.0,2,"Sunset tunnel entrance FIXER. Located in the heart of the Sunset District, the home offers endless potential for investors, flippers or homeowners looking to bring their vision to life. This classic 1940s-era Tunnel Entry 2-bed, 1-bath home retains its charming character, featuring original parquet hardwood floors, vintage lighting, a cozy breakfast nook, and a full bathroom with a separate tub and shower stall configuration.The real opportunity lies downstairs-an expansive space with excellent ceiling height, providing a blank canvas for expansion, or reimagined layout to maximize value. Currently, the home includes a spacious garage, laundry area, and a low maintenance backyard perfect for outdoor entertainment or a play spece. Situated just minutes from top-rated schools, playgrounds, popular eatries, public transportation, shops, and laid-back, suburban-like community feel.",0,1,85.0,1386.0,2064.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1338000.0,0,409964.0,0,37.75534,-122.489235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,1,1,1.0,1,1,1,0,0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,1,1,1,4.0,0.5,8.0,0.7,9.0,0.6,8.0,79.0,57.99999999999999,85.0
1.0,2,"Auction Held at the Property on October 12th at 1pm. Beautiful 2 Bedroom 1 Bath, Hardwood parquet floors in an Upscale neighborhood.French style door-windows opening onto central atrium. The House is wired for Satellite TV. Fully alarmed for fire/smoke/security. Bonus room on ground level and Bonus bath with shower. Large garden with fruit trees and cobble stone enclosed growing beds.",0,1,86.0,1325.0,2996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1500000.0,0,839157.0,0,37.754997,-122.48759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,8.0,0.6,9.0,0.6,8.0,79.0,57.99999999999999,86.0
3.0,4,"Experience a fresh vibe in the Sunset at 1779 29th Ave, fully renovated 4BD/3BA home designed for modern indoor-outdoor living. The vibrant exterior features a custom paint scheme by San Francisco's own Bob Buckter, aka Dr. Color. Inside, the main level offers a bright living room with a sleek fireplace, a chef-inspired kitchen with premium appliances, and two bedrooms with partial ocean views and direct deck access. Two spa-like bathrooms round out this level with tasteful tile and contemporary finishes. The lower level includes a media lounge with wet bar, full bath, and two more bedrooms that open to a professionally designed lush backyard, shaded patio, newer perimeter fencing and irrigation system . A solar-powered garden office, offers a peaceful workspace amid manicured landscaping. Ideally located just minutes from Noriega shops, restaurants, top-rated schools, Muni, and outdoor gems like Golden Gate Park, Ocean Beach, and Stern Grove. Stylish, flexible, and full of Sunset energy, this is the one.",0,1,86.0,1986.0,3001.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2268000.0,0,2231033.0,0,37.754185,-122.48746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,1,1.0,1,1,1,0,1,0.0,1.0,0.0,1.0,1,0,0,0,1,0,1,1,1,0,1,1,6.0,0.5,8.0,0.6,9.0,0.6,8.0,76.62886731874477,57.0,83.86836573525693
2.0,4,"Rarely available, 4-bedroom / 2-bath + Office, panoramic ocean view home with classic center-patio in the vibrant Central Sunset District is now available! Situated east to west on a large 3,000 sqft lot, natural sunlight permeates this traditional home! Perfect for entertaining! Main Level Features: large, formal living room with fireplace, bright dining area adjacent to sun-infused center-patio, large kitchen with abundant cabinet space, 2 bedrooms + full bath! Upper Level Features: Primary Suite w/full bath, huge closet, sitting area, office, deck & Panoramic Ocean Views! Lower Level Features: 1 bedroom, parking with interior access, abundant storage & garden access! With classic molding & wood floors throughout, this home presents a wonderful opportunity to make a San Francisco property your forever home. The location is phenomenal - walk to Noriega just a block away to enjoy cafes, shops, dining & transportation. Sunset Recreation Area with playground, basketball court, baseball field + more is just up the block. Irving Street is just over 4 blocks north & Taraval just over 5 blocks south! MUNI close by for easy access to Ocean Beach, GG Park, Financial District + more! Bonus: easy access to North / South Bays via 19th Avenue & Sunset Blvd.",0,1,86.0,1979.0,3001.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1650000.0,0,138816.0,0,37.754986,-122.48648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,2.0,1,1,1,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1,1,2.0,0.6,8.0,0.6,9.0,0.7,8.0,79.0,57.99999999999999,86.0
1.0,2,"Welcome to your dream home nestled in the heart of Central Sunset, where classic charm meets modern convenience. This residence offers approximately 1,150 square feet of living space, including 2 spacious bedrooms and 1 stylish bathroom, offering the perfect blend of relaxation and functionality. The kitchen serves as an inviting haven with its timeless decor, generous cabinet storage, and a welcoming breakfast nook. Countertops and flooring enhance its appeal, making it the ideal setting for both intimate meals and lively gatherings. Each bedroom offers serene ocean and sunset views, promising a tranquil retreat at the end of the day. Imagine the potential of the expansive lower levelperfect for a creative studio or to develop into additional living space. Step outside to discover a private backyard oasis, lushly landscaped with artificial turf and great to play on. This home's location in Central Sunset puts you within easy reach of vibrant shops, eateries, and the lively Noriega business corridor. Commuting is effortless with excellent public transportation links and major thoroughfares nearby, and you'll find yourself moments away from iconic sights like the Golden Gate Bridge, Sunset Reservoir, and Sunset Playground. Embrace the opportunity to own this delightful home!",0,1,82.5735575081163,1150.0,2996.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1520000.0,0,1428000.0,0,37.754505,-122.48643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,1,1.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,1,1,1,1,4.0,0.5,8.0,0.6,9.0,0.7,8.0,79.0,57.99999999999999,86.0
2.0,2,"1739 25th Ave, San Francisco, CA 94122 is a single family home that contains 1,720 sq ft and was built in 1928. It contains 2 bathrooms. This home last sold for $1,210,000 in June 2025. 
 
The Zestimate for this house is $1,729,200. The Rent Zestimate for this home is $4,884/mo. ",0,1,96.99999999999999,1720.0000000000002,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1210000.0,0,344251.0,0,37.755054,-122.48331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,8.0,0.6,9.0,0.8,8.0,69.99999999999999,59.0,86.0
2.0,3,"This Central Sunset home sits on a peaceful street just one block from Noriega Street's popular restaurants and cafes. The thoughtful layout spans two levels, offering both formal and casual living spaces that work well for everyday life and entertaining. The main floor features a living room, dining room, kitchen with pantry, two bedrooms, and full bathroom with linen closet. Downstairs, you'll find a family room renovated for natural light and previously used as an art studio that opens directly to the backyard. Lower level also includes a third bedroom with walk-in closet, and a second full bathroom with en suite and common access. The flat, deep lot provides plenty of backyard space with potential for expansion, gardening, or outdoor entertaining. Additional amenities include a 1-car garage, multiple storage areas, and laundry hookups ready for your washer/dryer. This sought-after location puts you within easy pedestrian distance of Golden Gate Park and beautiful locations like the SF Botanical Gardens and Conservatory of Flowers. Safeway is just five blocks away, with multiple transit options and business districts nearby. This is comfortable Central Sunset living at its best, with convenient access to parks, dining, shopping, and city amenities.",0,1,96.99999999999999,1975.0,3001.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2100000.0,0,526738.0,0,37.754856,-122.48323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,1.0,0.7,8.0,0.5,9.0,0.8,8.0,65.99999999999999,60.0,86.0
1.0,2,"Elegant Marina-Style home on a prime Central Sunset block. Charm radiates throughout with its hardwood floors and myriad of period details. An ornate fireplace provides the living room with a nice refined feel. Adjacent to the living room is an elegant formal dining room. The eat-in kitchen is bright and generously proportioned. Both bedrooms are spacious and overlook the deep & inviting backyard. The garage offers abundant space for parking, storage, and laundry. 1750 26th is ideally situated near the best shops along Noriega, great schools, and only five blocks from Golden Gate Park. Don't miss it!",0,1,96.99999999999999,1380.0,2996.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1620000.0,0,78487.0,0,37.75483,-122.48381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0.0,0.7,8.0,0.5,9.0,0.8,8.0,69.99999999999999,59.0,86.0
2.0,3,"Fully remodeled center-patio home seamlessly blends 1930s elegance with modern convenience. The bright main level features a formal living room with wood burning fireplace and custom windows mirroring the original design. Formal dining room opens to an Ipe decked center patio, the gourmet kitchen has been meticulously renovated to reflect the home's original 1930s charm while integrating modern functionality: Bosch convection oven/microwave, dishwasher and Sub Zero refrigeration. 2 spacious bedrooms overlook the lush garden and share an updated bathroom. The lower level was remodeled with permits, offering a bedroom overlooking the garden, family room with direct yard access, remodeled bathroom plus a den with Murphy bed. The landscaped east-facing backyard features a Studio-Shed perfect as an office or flex space. Energy-efficient upgrades: heat pump, solar with battery backup, full-home insulation, smart thermostats and upgraded double-pane windows throughout. One-car garage equipped w/ electric car charging plug. The garage door mural is a replica and homage to the infamous Fairmont Hotel's Tonga room! Centrally located near Noriega Street shops, restaurants, and public transportation, this home offers the perfect blend of style, comfort, & sustainability in a prime location",0,1,88.00000000000001,2278.0,2996.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2325000.0,0,1819311.0,0,37.754807,-122.482735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,1,1,0.0,0.7,8.0,0.5,9.0,0.9,8.0,74.08010918746777,60.0,86.0
2.0,3,"Welcome to 1642 Noriega St, a delightful home in San Francisco's coveted Sunset neighborhood offering timeless charm, modern convenience, and an unbeatable location. This property features a 2 bedroom main level and a legal studio on the lower level, providing flexibility for extended family, rental income, or a private workspace.  Inside, enjoy elegant hardwood floors, a center patio that fills the home with natural light, and a formal dining room perfect for gatherings. The inviting living room with a fireplace adds warmth and character, while the breakfast room offers a cozy space to start your day.  Zoned NC-2, this home is ideally situated near excellent schools, Golden Gate Park, and vibrant restaurants and shops. Transportation is a breeze, with easy access to Muni and major routes. Just a short drive away, you'll find Safeway, Stonestown Galleria, and the bustling streets of Taraval and Irving. Step outside your front steps to restaurants and shops on Noriega. Half a block from Sunset Reservoir Park, enjoy breathtaking city views and outdoor leisure. Perfectly blending comfort, convenience, and community, 1642 Noriega St is a wonderful place to call home in one of San Francisco's most sought after neighborhoods.",0,1,90.0,2125.0,2418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1380000.0,0,214790.0,0,37.754257,-122.4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,1,1,0.0,0.7,6.0,0.5,9.0,0.9,8.0,65.0,61.0,87.99999999999999
2.0,3,"Stunning 3 bedroom, 1.5 bath house-like top floor flat with views, a beautiful shared backyard, and 1 car garage parking in a desirably located 2 unit corner building. This impressive updated unit has a coveted floor plan with 3 bedrooms on one large level, great natural light, and in-unit laundry. Views of the Golden Gate Bridge, Marin Headlands, Grandview Park, and Sutro Tower. A skylit foyer welcomes guests. The home features a spacious living room, dining room, and big eat-in kitchen. The updated kitchen has nice cabinet and counter space as well as space for dining. There is a gorgeous remodeled full bathroom as well as a half bath. The light-filled layout is wonderful for hosting friends and family and working from home. Period details, hardwood floors, and modern upgrades. 1 car side-by-side parking and storage space in the garage. The shared backyard has a Japanese garden with mature plants. Solar panels complete this home. Low HOA dues. A block away to popular restaurants and cafes on Noriega St. and 4 blocks away to many popular restaurants and cafes on Irving St. Close to Golden Gate Park, Sunset Recreation Center, Grandview Park, Muni streetcars, and Safeway. Easy access via 19th Ave. to Stonestown Mall, Whole Foods, Trader Joes, and 280. Don't miss this special home!",0,1,87.0,1555.0000000000002,3249.5759999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1350000.0,450,2212616.0,0,37.755806,-122.47894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1.0,0,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,1,0,0,1,4.0,0.5,6.0,0.6,9.0,1.1,8.0,73.0,64.0,87.0
2.0,3,"Lovingly maintained tunnel entrance home in a prime location, just off the Noriega Street shopping corridor. Situated on a deep level lot, this home has a wonderful floor-plan and an abundance of period charm that is apparent from the moment you step into the foyer. The light filled living room has recessed ceilings with plaster detailing, a wood burning fireplace with ornate surround and parquet wood flooring. The dining room is open to a well appointed kitchen with abundant cabinetry, quartz counters and stainless appliances. Bedrooms overlook the deep rear yard and have views of the ocean. The main level bathroom has both a shower stall and tub. On the lower level you will find an en-suite bedroom and access to a low maintenance yard with a concrete patio and mature trees. The garage can accommodate parking, storage and expansion potential. This vibrant location is within walking distance of an abundance of local eateries and has access to a multitude of transportation options.",0,1,86.0,1472.0,2996.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1580000.0,0,501646.0,0,37.75477,-122.47893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,4.0,0.6,6.0,0.5,9.0,1.1,8.0,67.0,63.0,87.0
5.0,4,"Stunningly Sophisticated 4BD/4.5BA Sunset Masterpiece! Reimagined and exquisitely remodeled down-to-the-studs, this special home is sure to impress anyone walking in. With its open concept floorplan and soaring ceilings, the bright west-facing great room is the perfect setting for hosting gatherings with loved ones. The chef's kitchen centers around a large walnut island with a utility sink and is equipped with top of the line Thermador appliances. Thoughtfully designed, the spacious floorplan features four luxurious en-suite bedrooms, offering versatility for a growing family, in-laws, and guests. The extensive renovation left no surface untouched and allowed for a complete systems upgrade including 6-zone radiant heat system servicing all rooms and baths, new roof, siding, foundation, windows, and security and pre-wired A/V systems. Located within walking distance to Noriega and Irving shopping corridors, Sunset Reservoir, Golden Gate Park, bountiful cultural culinary options. Commute easily to freeways via 19th Ave or take advantage of the convenient N-Judah Muni line just blocks away! The epitome of quality, comfort, and effortless sophistication.",0,1,94.0,2405.0,2996.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2550888.0,0,1050600.0,0,37.75536,-122.479546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,6.0,0.6,6.0,0.6,9.0,1.0,8.0,67.0,63.0,87.0
3.0,4,"Boasting spectacular views and an open floor plan, this contemporary home is perfect for modern living and entertaining. With two levels of thoughtfully designed space, it features a desirable layout with three spacious bedrooms conveniently located on one level. The moment you enter you experience panoramic views from the living room windows which include The Bay, Golden Gate Park and Mt Sutro. The main level includes a light-filled kitchen with adjoining dining area, sunken living room with brick faced fireplace, a cozy den ideal for guests, and a powder room. The upper bedroom level includes a primary bedroom with views, a walk-in closet and an en-suite bathroom. This home has a full garage with 2-car independent parking, plenty of storage and a laundry area. The front landscaping and brick walkway complement the shingle siding, enhancing its curb appeal. Golden Gate Heights is renowned for its stunning views and proximity to parks as well as the shops & eateries of the Inner Sunset",0,1,46.0,1938.0,1790.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1757000.0,0,360808.0,0,37.75577,-122.47072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,4.0,0.8,8.0,0.8,9.0,2.0,7.0,53.00000000000001,68.0,73.0
4.0,4,"Grand Scale Estate Living on a Double++ Wide Lot    Prominently situated on the corner of Moraga Street and 12th Avenue, this fully detached 1915 Masterpiece features classic, grand scale design with beautiful updates for modern living. There are 4 Bedrooms, 3 1/2 Baths, 3-4 car parking, and a more than double wide lot with front and side gardens, plus seamless everyday access to the rear yard/garden. The interior fit and finish, exceptional period detail, generously sized windows allowing brilliant natural light, and amazing outdoor elements are truly impressive, creating a warm and elegant feel in this one of a kind family compound. Sited on an expansive and private corner lot, one of the many highlights is the level walk-out rear yard, and sunny side flagstone patios for play and entertaining. This inviting location in Golden Gate Heights, on the border of Inner Sunset, offers City views, walkability, and easy access to Golden Gate Park. Welcome home to historic elegance, modern conveniences, and a superb location.",0,1,84.39141718736502,3640.0,6767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3625000.0,0,1772834.0,0,37.756233,-122.46925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,1,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,5.0,0.7,8.0,0.9000000000000001,9.0,2.1,7.0,54.99999999999999,67.0,76.0
3.0,4,"New on the market, this wholly renovated Mid-Century contemporary home is located in highly sought-after Golden Gates Heights. Formal entry w/ marble artisanal inlays & Mahogany front door is welcoming to arriving guests & leads to an Open Floor concept combining indoor & outdoor areas into a seamless living space. Breathtaking vistas of the Golden Gate Bridge, the ocean & San Francisco Bay are discovered through floor-to-windows & dual glass sliders providing patio access to a finely manicured inspiration garden & seating area. The gourmet kitchen has custom Cherrywood cabinetry w/ample breakfast bar w/ seating for 4 & Bosch gas cooktop, dual ovens, dishwasher & SS refrigerator. Natural stone countertop surround the large Farmhouse sink. The dining area has a built-in hutch w/ access to a patio & BBQ, perfect for entertaining. The inviting Living Room features Oak flooring & a gas-starting fireplace w/ wood, stone & Venetian plaster mantel. Upstairs are 3 bedrooms, including the Primary Suite w/ 1 bedroom downstairs could be a Media/Family Room + separate soundproofed office. The home was built w/ energy savings in mind w/ tankless water heater, LED lighting, high efficiency 5 Ton Carrier Air Conditioning supported by Tesla Solar panels & Tesla Power Wall 3 13.5kW battery system",0,1,57.0,2192.0,3025.9999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2730000.0,0,1548906.0,0,37.755497,-122.469215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,1,0,0,2.0,0,1,1,0,1,1.0,0.0,0.0,1.0,0,0,1,0,0,1,1,1,0,0,0,1,5.0,0.7,8.0,0.9000000000000001,9.0,2.1,7.0,48.0,66.0,67.00000000000001
2.0,2,"Loaded with charm, this beautiful home is great for entertaining and has an excellent floor plan featuring two spacious bedrooms and one sunny bathroom on the main level, a large living room and dining room combination with fireplace, a bright remodeled kitchen and beautiful floors. The garage has additional storage space, laundry area, and one-car parking plus the driveway can fit another car. The backyard is ideal for relaxation or fun gatherings. This is a wonderful vibrant location close to an abundance of shops, restaurants, Golden Gate Park and UCSF. Come see this truly special home!",0,1,74.0,1036.0,2060.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1620000.0,0,1561715.0,0,37.756252,-122.46709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,4.0,0.6,8.0,1.0,9.0,2.1,7.0,56.0,66.0,77.00000000000001
4.0,4,"Nestled in the Inner Sunset neighborhood, this modern residence elegantly merges comfort with advanced amenities. The newly renovated home features high ceilings, creating a spacious and airy atmosphere that epitomizes contemporary living. European white oak floors add warmth and sophistication throughout. Culinary enthusiasts will revel in the gourmet kitchen, equipped with high-end Thermador appliances. Radiant heating throughout ensures a cozy ambiance. The expansive backyard offers a private oasis for entertaining or relaxation. The home includes four bedrooms and four bathrooms, Two with En-suite bathrooms, ensuring privacy and convenience. Cat 6 wiring provides high-speed internet  and seamless communication, while a comprehensive security system enhances peace of mind. Large  windows and skylights flood the interior with natural light, accentuating the open floor plan that seamlessly connects living spaces, perfect for entertaining and daily life. Conveniently located near the Irving corridor, the home offers easy access to shopping, dining, and public transportation.",0,1,102.00000000000001,2426.0,2996.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2730000.0,0,1459618.0,0,37.75591,-122.46765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,1,1.0,1,1,1,0,1,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,1,0,0,1,1,6.0,0.6,8.0,0.9000000000000001,9.0,2.1,7.0,56.0,66.0,77.00000000000001
2.0,3,"Nestled in the heart of the desirable Inner Sunset, this charming Home offers the perfect blend of warmth, comfort, and modern upgrades. Surrounded by lush greenery, the Home enjoys beautiful natural outlooks that create a serene, inviting atmosphere throughout. The main level features sun-drenched living room with large windows and fireplace cohesively flowing into the bright dining room. Remodeled kitchen with skylight outfitted with high-end BlueStar and KitchenAid appliances, Heath tile. Remodeled bath features skylight, designer finishes, and soaking tub. Two sizable bedrooms w Elfa closet organizers enjoy serene outlooks of the garden and mature trees. Downstairs, spacious room allows many possibilities: ideal as large third bedroom, guest suite, or family room, complete with adjacent bathroom and convenient laundry. Freshly painted showcasing refinished hardwood floors throughout. Spacious garage large enough for car, bikes, and ample storage. Additional storage under the house. Step outside to a large, nature-inspired backyard - urban oasis perfect for entertaining, gardening, or relaxing. Located just moments from popular neighborhood cafes, restaurants, and shops, as well as nearby MUNI. This delightful home combines Inner Sunset charm with the best of modern living.",0,1,84.0,1590.0,2500.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2025000.0,0,1581238.0,0,37.754932,-122.46513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1,1,1.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,1,1,1,6.0,0.5,8.0,1.0,9.0,2.3,7.0,50.99999999999999,61.0,65.0
